sample_id	Observed	Shannon	Simpson	study	amplicon	flight	plant	compartment	light	treatment	soil_replicate	harvest	fruit_number	swab_location	fastq_r1	fastq_r2	description	read_depth
VEG-05-F-tomato-SN-01-wick_S1_L001	11	0.871520043964112	0.42651660983322	OSD-766	ITS	Flight	SN01	wick	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-1-VEG-05-F-tomato-SN-01-wick_S1_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-1-VEG-05-F-tomato-SN-01-wick_S1_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-01-wick	1
VEG-05-F-tomato-SN-03-soil-1_S8_L001	33	1.23011661781146	0.476787910320689	OSD-766	ITS	Flight	SN03	soil	NA	Flight	1	NA	NA		GLDS-672_Amplicon_ITS-9-VEG-05-F-tomato-SN-03-soil-1_S8_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-9-VEG-05-F-tomato-SN-03-soil-1_S8_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-03-soil-1	3824
VEG-05-F-tomato-SN-03-soil-2_S9_L001	30	1.44657242626555	0.577997736236552	OSD-766	ITS	Flight	SN03	soil	NA	Flight	2	NA	NA		GLDS-672_Amplicon_ITS-10-VEG-05-F-tomato-SN-03-soil-2_S9_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-10-VEG-05-F-tomato-SN-03-soil-2_S9_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-03-soil-2	3021
VEG-05-F-tomato-SN-03-soil-3_S10_L001	29	1.16914879539601	0.46668911335578	OSD-766	ITS	Flight	SN03	soil	NA	Flight	3	NA	NA		GLDS-672_Amplicon_ITS-11-VEG-05-F-tomato-SN-03-soil-3_S10_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-11-VEG-05-F-tomato-SN-03-soil-3_S10_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-03-soil-3	3001
VEG-05-F-tomato-SN-03-wick_S6_L001	15	1.17208877855374	0.567116038006262	OSD-766	ITS	Flight	SN03	wick	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-7-VEG-05-F-tomato-SN-03-wick_S6_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-7-VEG-05-F-tomato-SN-03-wick_S6_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-03-wick	2268
VEG-05-F-tomato-SN-07-root_S12_L001	34	1.24227939464825	0.507843902994732	OSD-766	ITS	Flight	SN07	root	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-14-VEG-05-F-tomato-SN-07-root_S12_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-14-VEG-05-F-tomato-SN-07-root_S12_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-07-root	862
VEG-05-F-tomato-SN-07-soil-1_S13_L001	32	1.20212725709533	0.475304637181149	OSD-766	ITS	Flight	SN07	soil	NA	Flight	1	NA	NA		GLDS-672_Amplicon_ITS-15-VEG-05-F-tomato-SN-07-soil-1_S13_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-15-VEG-05-F-tomato-SN-07-soil-1_S13_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-07-soil-1	1159
VEG-05-F-tomato-SN-07-soil-2_S14_L001	33	1.61484433406427	0.709294155107278	OSD-766	ITS	Flight	SN07	soil	NA	Flight	2	NA	NA		GLDS-672_Amplicon_ITS-16-VEG-05-F-tomato-SN-07-soil-2_S14_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-16-VEG-05-F-tomato-SN-07-soil-2_S14_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-07-soil-2	901
VEG-05-F-tomato-SN-07-soil-3_S15_L001	32	1.57724449395652	0.693297241946223	OSD-766	ITS	Flight	SN07	soil	NA	Flight	3	NA	NA		GLDS-672_Amplicon_ITS-17-VEG-05-F-tomato-SN-07-soil-3_S15_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-17-VEG-05-F-tomato-SN-07-soil-3_S15_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-07-soil-3	5297
VEG-05-F-tomato-SN-07-wick_S11_L001	11	0.484063031512559	0.183165005293103	OSD-766	ITS	Flight	SN07	wick	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-13-VEG-05-F-tomato-SN-07-wick_S11_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-13-VEG-05-F-tomato-SN-07-wick_S11_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-07-wick	986
VEG-05-F-tomato-SN-10-GMT66-2-fruit_S21_L001	21	0.413094416292981	0.124127932690706	OSD-766	ITS	Flight	SN10	fruit	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-23-VEG-05-F-tomato-SN-10-GMT66-2-fruit_S21_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-23-VEG-05-F-tomato-SN-10-GMT66-2-fruit_S21_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-10-GMT66-2-fruit	1113
VEG-05-F-tomato-SN-10-GMT83-2-fruit_S24_L001	8	1.19631568905397	0.557537323292377	OSD-766	ITS	Flight	SN10	fruit	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-26-VEG-05-F-tomato-SN-10-GMT83-2-fruit_S24_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-26-VEG-05-F-tomato-SN-10-GMT83-2-fruit_S24_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-10-GMT83-2-fruit	1791
VEG-05-F-tomato-SN-10-root_S17_L001	30	0.889706260653084	0.330439168864825	OSD-766	ITS	Flight	SN10	root	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-19-VEG-05-F-tomato-SN-10-root_S17_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-19-VEG-05-F-tomato-SN-10-root_S17_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-10-root	971
VEG-05-F-tomato-SN-10-soil-1_S18_L001	31	1.48918256615089	0.657667148855845	OSD-766	ITS	Flight	SN10	soil	NA	Flight	1	NA	NA		GLDS-672_Amplicon_ITS-20-VEG-05-F-tomato-SN-10-soil-1_S18_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-20-VEG-05-F-tomato-SN-10-soil-1_S18_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-10-soil-1	495
VEG-05-F-tomato-SN-10-soil-2_S19_L001	34	1.24141053410872	0.56825829855974	OSD-766	ITS	Flight	SN10	soil	NA	Flight	2	NA	NA		GLDS-672_Amplicon_ITS-21-VEG-05-F-tomato-SN-10-soil-2_S19_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-21-VEG-05-F-tomato-SN-10-soil-2_S19_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-10-soil-2	1471
VEG-05-F-tomato-SN-10-soil-3_S20_L001	32	1.50618956763756	0.676357857767629	OSD-766	ITS	Flight	SN10	soil	NA	Flight	3	NA	NA		GLDS-672_Amplicon_ITS-22-VEG-05-F-tomato-SN-10-soil-3_S20_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-22-VEG-05-F-tomato-SN-10-soil-3_S20_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-10-soil-3	1826
VEG-05-F-tomato-SN-10-wick_S16_L001	11	0.432774019163168	0.156539184593833	OSD-766	ITS	Flight	SN10	wick	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-18-VEG-05-F-tomato-SN-10-wick_S16_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-18-VEG-05-F-tomato-SN-10-wick_S16_L001_R2_raw.fastq.gz	VEG-05-F-tomato-SN-10-wick	1376
VEG-05-F-water-Locker-1-root-mat_S32_L001	2	0.500402423538188	0.32	OSD-766	ITS	Flight	NA	root	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-34-VEG-05-F-water-Locker-1-root-mat_S32_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-34-VEG-05-F-water-Locker-1-root-mat_S32_L001_R2_raw.fastq.gz	VEG-05-F-water-Locker-1-root-mat	1378
VEG-05-F-water-Locker-3-root-mat_S33_L001	3	1.09861228866811	0.666666666666667	OSD-766	ITS	Flight	NA	root	NA	Flight	NA	NA	NA		GLDS-672_Amplicon_ITS-35-VEG-05-F-water-Locker-3-root-mat_S33_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-35-VEG-05-F-water-Locker-3-root-mat_S33_L001_R2_raw.fastq.gz	VEG-05-F-water-Locker-3-root-mat	1204
VEG-05-G-SN-01-leaf-tom-red-rich_S125_L001	19	0.475470942581537	0.14680961019805	OSD-766	ITS	Ground	SN01	leaf	Red	Ground_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-127-VEG-05-G-SN-01-leaf-tom-red-rich_S125_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-127-VEG-05-G-SN-01-leaf-tom-red-rich_S125_L001_R2_raw.fastq.gz	VEG-05-G-SN-01-leaf-tom-red-rich	1601
VEG-05-G-SN-02-leaf-tom-red-rich_S126_L001	22	0.47662189828424	0.145594257642295	OSD-766	ITS	Ground	SN02	leaf	Red	Ground_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-128-VEG-05-G-SN-02-leaf-tom-red-rich_S126_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-128-VEG-05-G-SN-02-leaf-tom-red-rich_S126_L001_R2_raw.fastq.gz	VEG-05-G-SN-02-leaf-tom-red-rich	1355
VEG-05-G-SN-03-leaf-tom-red-rich_S127_L001	18	0.371214087815639	0.111788480181719	OSD-766	ITS	Ground	SN03	leaf	Red	Ground_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-129-VEG-05-G-SN-03-leaf-tom-red-rich_S127_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-129-VEG-05-G-SN-03-leaf-tom-red-rich_S127_L001_R2_raw.fastq.gz	VEG-05-G-SN-03-leaf-tom-red-rich	813
VEG-05-G-SN-05-leaf-tom-red-rich_S129_L001	22	0.506025062854147	0.153108448790695	OSD-766	ITS	Ground	SN05	leaf	Red	Ground_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-131-VEG-05-G-SN-05-leaf-tom-red-rich_S129_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-131-VEG-05-G-SN-05-leaf-tom-red-rich_S129_L001_R2_raw.fastq.gz	VEG-05-G-SN-05-leaf-tom-red-rich	1644
VEG-05-G-SN-06-leaf-tom-red-rich_S130_L001	23	0.412571164228354	0.121899278637745	OSD-766	ITS	Ground	SN06	leaf	Red	Ground_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-132-VEG-05-G-SN-06-leaf-tom-red-rich_S130_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-132-VEG-05-G-SN-06-leaf-tom-red-rich_S130_L001_R2_raw.fastq.gz	VEG-05-G-SN-06-leaf-tom-red-rich	1
VEG-05-G-SN-07-leaf-tom-blue-rich_S131_L001	20	0.43590235062779	0.130972242403544	OSD-766	ITS	Ground	SN07	leaf	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-133-VEG-05-G-SN-07-leaf-tom-blue-rich_S131_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-133-VEG-05-G-SN-07-leaf-tom-blue-rich_S131_L001_R2_raw.fastq.gz	VEG-05-G-SN-07-leaf-tom-blue-rich	1785
VEG-05-G-SN-08-leaf-tom-blue-rich_S132_L001	18	0.555498567245885	0.176528925619835	OSD-766	ITS	Ground	SN08	leaf	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-134-VEG-05-G-SN-08-leaf-tom-blue-rich_S132_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-134-VEG-05-G-SN-08-leaf-tom-blue-rich_S132_L001_R2_raw.fastq.gz	VEG-05-G-SN-08-leaf-tom-blue-rich	1565
VEG-05-G-SN-09-leaf-tom-blue-rich_S133_L001	24	0.479558028996255	0.145993166780738	OSD-766	ITS	Ground	SN09	leaf	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-135-VEG-05-G-SN-09-leaf-tom-blue-rich_S133_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-135-VEG-05-G-SN-09-leaf-tom-blue-rich_S133_L001_R2_raw.fastq.gz	VEG-05-G-SN-09-leaf-tom-blue-rich	1828
VEG-05-G-SN-10-leaf-tom-blue-rich_S134_L001	23	0.535804222804363	0.168809060797606	OSD-766	ITS	Ground	SN10	leaf	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-136-VEG-05-G-SN-10-leaf-tom-blue-rich_S134_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-136-VEG-05-G-SN-10-leaf-tom-blue-rich_S134_L001_R2_raw.fastq.gz	VEG-05-G-SN-10-leaf-tom-blue-rich	2043
VEG-05-G-SN-11-leaf-tom-blue-rich_S135_L001	21	0.343928930758288	0.101633273053002	OSD-766	ITS	Ground	SN11	leaf	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-137-VEG-05-G-SN-11-leaf-tom-blue-rich_S135_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-137-VEG-05-G-SN-11-leaf-tom-blue-rich_S135_L001_R2_raw.fastq.gz	VEG-05-G-SN-11-leaf-tom-blue-rich	3036
VEG-05-G-SN-12-leaf-tom-blue-rich_S136_L001	22	0.468791917287426	0.142130851594937	OSD-766	ITS	Ground	SN12	leaf	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-138-VEG-05-G-SN-12-leaf-tom-blue-rich_S136_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-138-VEG-05-G-SN-12-leaf-tom-blue-rich_S136_L001_R2_raw.fastq.gz	VEG-05-G-SN-12-leaf-tom-blue-rich	1470
VEG-05-G-SN02-AdvRoots-tom-blue-rich_S137_L001	23	0.428195236808262	0.128104270372292	OSD-766	ITS	Ground	SN02	AdvRoot	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-139-VEG-05-G-SN02-AdvRoots-tom-blue-rich_S137_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-139-VEG-05-G-SN02-AdvRoots-tom-blue-rich_S137_L001_R2_raw.fastq.gz	VEG-05-G-SN02-AdvRoots-tom-blue-rich	915
VEG-05-G-SN04-AdvRoots-tom-blue-rich_S138_L001	24	0.49525798668251	0.15246742282921	OSD-766	ITS	Ground	SN04	AdvRoot	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-140-VEG-05-G-SN04-AdvRoots-tom-blue-rich_S138_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-140-VEG-05-G-SN04-AdvRoots-tom-blue-rich_S138_L001_R2_raw.fastq.gz	VEG-05-G-SN04-AdvRoots-tom-blue-rich	2569
VEG-05-G-SN04-leaf-tom-red-rich_S128_L001	21	0.4492173840637	0.138313673374505	OSD-766	ITS	Ground	SN04	leaf	Red	Ground_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-130-VEG-05-G-SN04-leaf-tom-red-rich_S128_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-130-VEG-05-G-SN04-leaf-tom-red-rich_S128_L001_R2_raw.fastq.gz	VEG-05-G-SN04-leaf-tom-red-rich	2276
VEG-05-G-SN05-AdvRoots-tom-blue-rich_S139_L001	18	0.382640138827476	0.118755947707079	OSD-766	ITS	Ground	SN05	AdvRoot	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-141-VEG-05-G-SN05-AdvRoots-tom-blue-rich_S139_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-141-VEG-05-G-SN05-AdvRoots-tom-blue-rich_S139_L001_R2_raw.fastq.gz	VEG-05-G-SN05-AdvRoots-tom-blue-rich	1935
VEG-05-G-SN07-AdvRoots-tom-blue-rich_S140_L001	12	0.73636108574934	0.395498487458635	OSD-766	ITS	Ground	SN07	AdvRoot	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-142-VEG-05-G-SN07-AdvRoots-tom-blue-rich_S140_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-142-VEG-05-G-SN07-AdvRoots-tom-blue-rich_S140_L001_R2_raw.fastq.gz	VEG-05-G-SN07-AdvRoots-tom-blue-rich	933
VEG-05-G-SN09-AdvRoots-tom-blue-rich_S141_L001	1	0	0	OSD-766	ITS	Ground	SN09	AdvRoot	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-143-VEG-05-G-SN09-AdvRoots-tom-blue-rich_S141_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-143-VEG-05-G-SN09-AdvRoots-tom-blue-rich_S141_L001_R2_raw.fastq.gz	VEG-05-G-SN09-AdvRoots-tom-blue-rich	98
VEG-05-G-SN10-AdvRoots-tom-blue-rich_S142_L001	25	0.721822860296655	0.298299712041679	OSD-766	ITS	Ground	SN10	AdvRoot	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-144-VEG-05-G-SN10-AdvRoots-tom-blue-rich_S142_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-144-VEG-05-G-SN10-AdvRoots-tom-blue-rich_S142_L001_R2_raw.fastq.gz	VEG-05-G-SN10-AdvRoots-tom-blue-rich	229
VEG-05-G-tomato-Blue-Swab-1_S39_L001	8	1.50364810820295	0.7190625	OSD-766	ITS	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-41-VEG-05-G-tomato-Blue-Swab-1_S39_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-41-VEG-05-G-tomato-Blue-Swab-1_S39_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-1	87
VEG-05-G-tomato-Blue-Swab-2_S40_L001	6	1.02257142830204	0.532029136316337	OSD-766	ITS	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-42-VEG-05-G-tomato-Blue-Swab-2_S40_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-42-VEG-05-G-tomato-Blue-Swab-2_S40_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-2	1165
VEG-05-G-tomato-Blue-Swab-3_S41_L001	8	0.316054016956152	0.107488341619455	OSD-766	ITS	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-43-VEG-05-G-tomato-Blue-Swab-3_S41_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-43-VEG-05-G-tomato-Blue-Swab-3_S41_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-3	788
VEG-05-G-tomato-Blue-Swab-4_S42_L001	5	1.52295506753132	0.765432098765432	OSD-766	ITS	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-44-VEG-05-G-tomato-Blue-Swab-4_S42_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-44-VEG-05-G-tomato-Blue-Swab-4_S42_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-4	2025
VEG-05-G-tomato-Blue-Swab-5_S43_L001	2	0.376770161256437	0.21875	OSD-766	ITS	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-45-VEG-05-G-tomato-Blue-Swab-5_S43_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-45-VEG-05-G-tomato-Blue-Swab-5_S43_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-5	2700
VEG-05-G-tomato-Blue-Swab-6_S44_L001	5	1.50478828368119	0.76	OSD-766	ITS	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-46-VEG-05-G-tomato-Blue-Swab-6_S44_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-46-VEG-05-G-tomato-Blue-Swab-6_S44_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-6	3120
VEG-05-G-tomato-Blue-Swab-7_S45_L001	4	1.2130075659799	0.65625	OSD-766	ITS	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-47-VEG-05-G-tomato-Blue-Swab-7_S45_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-47-VEG-05-G-tomato-Blue-Swab-7_S45_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-7	3848
VEG-05-G-tomato-Hrvst-1-Fruit-1_S55_L001	21	0.434421237173096	0.135850353625487	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	1		GLDS-672_Amplicon_ITS-57-VEG-05-G-tomato-Hrvst-1-Fruit-1_S55_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-57-VEG-05-G-tomato-Hrvst-1-Fruit-1_S55_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-1	3039
VEG-05-G-tomato-Hrvst-1-Fruit-10_S63_L001	19	0.374815535948974	0.112870765492196	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	10		GLDS-672_Amplicon_ITS-65-VEG-05-G-tomato-Hrvst-1-Fruit-10_S63_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-65-VEG-05-G-tomato-Hrvst-1-Fruit-10_S63_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-10	5
VEG-05-G-tomato-Hrvst-1-Fruit-2_S56_L001	21	0.4203770754585	0.128194358948052	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	2		GLDS-672_Amplicon_ITS-58-VEG-05-G-tomato-Hrvst-1-Fruit-2_S56_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-58-VEG-05-G-tomato-Hrvst-1-Fruit-2_S56_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-2	3
VEG-05-G-tomato-Hrvst-1-Fruit-3_S57_L001	19	0.462784103805242	0.142605242079032	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	3		GLDS-672_Amplicon_ITS-59-VEG-05-G-tomato-Hrvst-1-Fruit-3_S57_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-59-VEG-05-G-tomato-Hrvst-1-Fruit-3_S57_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-3	1587
VEG-05-G-tomato-Hrvst-1-Fruit-4_S58_L001	22	0.38308711124764	0.115301152667532	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	4		GLDS-672_Amplicon_ITS-60-VEG-05-G-tomato-Hrvst-1-Fruit-4_S58_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-60-VEG-05-G-tomato-Hrvst-1-Fruit-4_S58_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-4	1268
VEG-05-G-tomato-Hrvst-1-Fruit-5_S59_L001	20	0.368804259425936	0.10982706640443	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	5		GLDS-672_Amplicon_ITS-61-VEG-05-G-tomato-Hrvst-1-Fruit-5_S59_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-61-VEG-05-G-tomato-Hrvst-1-Fruit-5_S59_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-5	807
VEG-05-G-tomato-Hrvst-1-Fruit-7_S60_L001	24	0.459651369661061	0.138408104312299	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	7		GLDS-672_Amplicon_ITS-62-VEG-05-G-tomato-Hrvst-1-Fruit-7_S60_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-62-VEG-05-G-tomato-Hrvst-1-Fruit-7_S60_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-7	3260
VEG-05-G-tomato-Hrvst-1-Fruit-8_S61_L001	16	0.395262552212673	0.123196498896804	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	8		GLDS-672_Amplicon_ITS-63-VEG-05-G-tomato-Hrvst-1-Fruit-8_S61_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-63-VEG-05-G-tomato-Hrvst-1-Fruit-8_S61_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-8	80
